date,weekday,weekday_en,is_weekend,is_holiday,holiday_name,rokuyo,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
2025-09-24,水曜日,Wednesday,False,False,,友引,心の扉が開放,空色,抹茶,69,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,双子座,女教皇 - 直感,夢は現実の種,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2025-09-25,木曜日,Thursday,False,False,,先負,宇宙との同調,若草色,柚子茶,70,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,蟹座,女帝 - 豊穣,勇気は恐れを超越する,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2025-09-26,金曜日,Friday,False,False,,仏滅,愛のバイブレーション,黄金色,生姜茶,71,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,獅子座,皇帝 - 安定,知恵は経験から生まれる,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2025-09-27,土曜日,Saturday,True,False,,大安,豊かさの波動,鋼青色,黒豆茶,72,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,乙女座,教皇 - 叡智,調和は美の根源,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2025-09-28,日曜日,Sunday,True,False,,赤口,運命の扉が開く日,深紅色,アールグレイ,73,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,天秤座,恋人 - 選択,希望は明日への光,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2025-09-29,月曜日,Monday,False,False,,先勝,宇宙からのメッセージ,金色,カモミールティー,74,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,蠍座,戦車 - 意志力,慈悲は魂の栄養,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2025-09-30,火曜日,Tuesday,False,False,,友引,奇跡を呼ぶ波動,朱色,ペパーミントティー,75,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,射手座,力 - 内なる強さ,一歩一歩が大切な旅路,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2025-10-01,水曜日,Wednesday,False,False,,仏滅,龍神様のご加護,空色,緑茶,76,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,山羊座,隠者 - 内省,今日という日は二度と来ない,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2025-10-02,木曜日,Thursday,False,False,,大安,金運上昇のサイン,若草色,ほうじ茶,77,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,水瓶座,運命の輪 - 転機,心の平安が真の豊かさ,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2025-10-03,金曜日,Friday,False,False,,赤口,恋愛運絶好調,黄金色,ジャスミンティー,78,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,魚座,正義 - バランス,変化は成長の扉,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2025-10-04,土曜日,Saturday,True,False,,先勝,直感力が冴える,鋼青色,ルイボスティー,79,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,牡羊座,吊られた男 - 犠牲,感謝の心が幸福を呼ぶ,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2025-10-05,日曜日,Sunday,True,False,,友引,隠れた才能開花,深紅色,ローズヒップティー,80,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,牡牛座,死神 - 変容,愛は最も強いエネルギー,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2025-10-06,月曜日,Monday,False,False,,先負,人生の転機到来,金色,白茶,81,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,双子座,節制 - 調和,困難は成長のギフト,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2025-10-07,火曜日,Tuesday,False,False,,仏滅,幸運の風が吹く,朱色,烏龍茶,82,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,蟹座,悪魔 - 誘惑,今この瞬間が全て,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2025-10-08,水曜日,Wednesday,False,False,,大安,魂の成長期間,空色,玄米茶,83,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,獅子座,塔 - 変革,笑顔は心の太陽,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2025-10-09,木曜日,Thursday,False,False,,赤口,エネルギー充電日,若草色,抹茶,84,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,乙女座,星 - 希望,優しさは伝染する,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2025-10-10,金曜日,Friday,False,False,,先勝,新次元への扉,黄金色,柚子茶,85,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,天秤座,月 - 幻想,夢は現実の種,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2025-10-11,土曜日,Saturday,True,False,,友引,守護霊のささやき,鋼青色,生姜茶,86,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,蠍座,太陽 - 成功,勇気は恐れを超越する,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2025-10-12,日曜日,Sunday,True,False,,先負,願いが叶う予感,深紅色,黒豆茶,87,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,射手座,審判 - 再生,知恵は経験から生まれる,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2025-10-13,月曜日,Monday,False,True,スポーツの日,仏滅,心のデトックス,金色,アールグレイ,88,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,山羊座,世界 - 完成,調和は美の根源,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2025-10-14,火曜日,Tuesday,False,False,,大安,創造力爆発,朱色,カモミールティー,89,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,水瓶座,愚者 - 新しい始まり,希望は明日への光,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2025-10-15,水曜日,Wednesday,False,False,,赤口,人との縁を結ぶ,空色,ペパーミントティー,90,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,魚座,魔術師 - 創造力,慈悲は魂の栄養,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2025-10-16,木曜日,Thursday,False,False,,先勝,未来への種まき,若草色,緑茶,91,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,牡羊座,女教皇 - 直感,一歩一歩が大切な旅路,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2025-10-17,金曜日,Friday,False,False,,友引,宝物発見の予感,黄金色,ほうじ茶,92,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,牡牛座,女帝 - 豊穣,今日という日は二度と来ない,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2025-10-18,土曜日,Saturday,True,False,,先負,内なる光が輝く,鋼青色,ジャスミンティー,93,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,双子座,皇帝 - 安定,心の平安が真の豊かさ,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2025-10-19,日曜日,Sunday,True,False,,仏滅,調和のメロディ,深紅色,ルイボスティー,94,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,蟹座,教皇 - 叡智,変化は成長の扉,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2025-10-20,月曜日,Monday,False,False,,大安,自然の叡智授受,金色,ローズヒップティー,95,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,獅子座,恋人 - 選択,感謝の心が幸福を呼ぶ,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2025-10-21,火曜日,Tuesday,False,False,,赤口,知恵の泉湧出,朱色,白茶,96,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,乙女座,戦車 - 意志力,愛は最も強いエネルギー,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2025-10-22,水曜日,Wednesday,False,False,,先勝,至福の時間軸,空色,烏龍茶,97,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,天秤座,力 - 内なる強さ,困難は成長のギフト,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2025-10-23,木曜日,Thursday,False,False,,友引,運気上昇の兆し,若草色,玄米茶,98,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,蠍座,隠者 - 内省,今この瞬間が全て,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2025-10-24,金曜日,Friday,False,False,,先負,心の扉が開放,黄金色,抹茶,99,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,射手座,運命の輪 - 転機,笑顔は心の太陽,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2025-10-25,土曜日,Saturday,True,False,,仏滅,宇宙との同調,鋼青色,柚子茶,1,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,山羊座,正義 - バランス,優しさは伝染する,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2025-10-26,日曜日,Sunday,True,False,,大安,愛のバイブレーション,深紅色,生姜茶,2,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,水瓶座,吊られた男 - 犠牲,夢は現実の種,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2025-10-27,月曜日,Monday,False,False,,赤口,豊かさの波動,金色,黒豆茶,3,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,魚座,死神 - 変容,勇気は恐れを超越する,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2025-10-28,火曜日,Tuesday,False,False,,先勝,運命の扉が開く日,朱色,アールグレイ,4,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,牡羊座,節制 - 調和,知恵は経験から生まれる,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2025-10-29,水曜日,Wednesday,False,False,,友引,宇宙からのメッセージ,空色,カモミールティー,5,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,牡牛座,悪魔 - 誘惑,調和は美の根源,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2025-10-30,木曜日,Thursday,False,False,,先負,奇跡を呼ぶ波動,若草色,ペパーミントティー,6,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,双子座,塔 - 変革,希望は明日への光,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2025-10-31,金曜日,Friday,False,False,,仏滅,龍神様のご加護,黄金色,緑茶,7,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,蟹座,星 - 希望,慈悲は魂の栄養,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2025-11-01,土曜日,Saturday,True,False,,大安,金運上昇のサイン,鋼青色,ほうじ茶,8,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,獅子座,月 - 幻想,一歩一歩が大切な旅路,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2025-11-02,日曜日,Sunday,True,False,,赤口,恋愛運絶好調,深紅色,ジャスミンティー,9,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,乙女座,太陽 - 成功,今日という日は二度と来ない,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2025-11-03,月曜日,Monday,False,True,文化の日,先勝,直感力が冴える,金色,ルイボスティー,10,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,天秤座,審判 - 再生,心の平安が真の豊かさ,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2025-11-04,火曜日,Tuesday,False,False,,友引,隠れた才能開花,朱色,ローズヒップティー,11,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,蠍座,世界 - 完成,変化は成長の扉,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2025-11-05,水曜日,Wednesday,False,False,,先負,人生の転機到来,空色,白茶,12,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,射手座,愚者 - 新しい始まり,感謝の心が幸福を呼ぶ,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2025-11-06,木曜日,Thursday,False,False,,仏滅,幸運の風が吹く,若草色,烏龍茶,13,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,山羊座,魔術師 - 創造力,愛は最も強いエネルギー,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2025-11-07,金曜日,Friday,False,False,,大安,魂の成長期間,黄金色,玄米茶,14,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,水瓶座,女教皇 - 直感,困難は成長のギフト,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2025-11-08,土曜日,Saturday,True,False,,赤口,エネルギー充電日,鋼青色,抹茶,15,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,魚座,女帝 - 豊穣,今この瞬間が全て,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2025-11-09,日曜日,Sunday,True,False,,先勝,新次元への扉,深紅色,柚子茶,16,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,牡羊座,皇帝 - 安定,笑顔は心の太陽,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2025-11-10,月曜日,Monday,False,False,,友引,守護霊のささやき,金色,生姜茶,17,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,牡牛座,教皇 - 叡智,優しさは伝染する,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2025-11-11,火曜日,Tuesday,False,False,,先負,願いが叶う予感,朱色,黒豆茶,18,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,双子座,恋人 - 選択,夢は現実の種,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2025-11-12,水曜日,Wednesday,False,False,,仏滅,心のデトックス,空色,アールグレイ,19,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,蟹座,戦車 - 意志力,勇気は恐れを超越する,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2025-11-13,木曜日,Thursday,False,False,,大安,創造力爆発,若草色,カモミールティー,20,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,獅子座,力 - 内なる強さ,知恵は経験から生まれる,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2025-11-14,金曜日,Friday,False,False,,赤口,人との縁を結ぶ,黄金色,ペパーミントティー,21,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,乙女座,隠者 - 内省,調和は美の根源,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2025-11-15,土曜日,Saturday,True,False,,先勝,未来への種まき,鋼青色,緑茶,22,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,天秤座,運命の輪 - 転機,希望は明日への光,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2025-11-16,日曜日,Sunday,True,False,,友引,宝物発見の予感,深紅色,ほうじ茶,23,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,蠍座,正義 - バランス,慈悲は魂の栄養,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2025-11-17,月曜日,Monday,False,False,,先負,内なる光が輝く,金色,ジャスミンティー,24,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,射手座,吊られた男 - 犠牲,一歩一歩が大切な旅路,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2025-11-18,火曜日,Tuesday,False,False,,仏滅,調和のメロディ,朱色,ルイボスティー,25,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,山羊座,死神 - 変容,今日という日は二度と来ない,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2025-11-19,水曜日,Wednesday,False,False,,大安,自然の叡智授受,空色,ローズヒップティー,26,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,水瓶座,節制 - 調和,心の平安が真の豊かさ,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2025-11-20,木曜日,Thursday,False,False,,赤口,知恵の泉湧出,若草色,白茶,27,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,魚座,悪魔 - 誘惑,変化は成長の扉,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2025-11-21,金曜日,Friday,False,False,,先勝,至福の時間軸,黄金色,烏龍茶,28,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,牡羊座,塔 - 変革,感謝の心が幸福を呼ぶ,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2025-11-22,土曜日,Saturday,True,False,,友引,運気上昇の兆し,鋼青色,玄米茶,29,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,牡牛座,星 - 希望,愛は最も強いエネルギー,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2025-11-23,日曜日,Sunday,True,True,勤労感謝の日,先負,心の扉が開放,深紅色,抹茶,30,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,双子座,月 - 幻想,困難は成長のギフト,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2025-11-24,月曜日,Monday,False,False,,仏滅,宇宙との同調,金色,柚子茶,31,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,蟹座,太陽 - 成功,今この瞬間が全て,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2025-11-25,火曜日,Tuesday,False,False,,大安,愛のバイブレーション,朱色,生姜茶,32,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,獅子座,審判 - 再生,笑顔は心の太陽,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2025-11-26,水曜日,Wednesday,False,False,,赤口,豊かさの波動,空色,黒豆茶,33,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,乙女座,世界 - 完成,優しさは伝染する,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2025-11-27,木曜日,Thursday,False,False,,先勝,運命の扉が開く日,若草色,アールグレイ,34,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,天秤座,愚者 - 新しい始まり,夢は現実の種,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2025-11-28,金曜日,Friday,False,False,,友引,宇宙からのメッセージ,黄金色,カモミールティー,35,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,蠍座,魔術師 - 創造力,勇気は恐れを超越する,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2025-11-29,土曜日,Saturday,True,False,,先負,奇跡を呼ぶ波動,鋼青色,ペパーミントティー,36,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,射手座,女教皇 - 直感,知恵は経験から生まれる,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2025-11-30,日曜日,Sunday,True,False,,仏滅,龍神様のご加護,深紅色,緑茶,37,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,山羊座,女帝 - 豊穣,調和は美の根源,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2025-12-01,月曜日,Monday,False,False,,赤口,金運上昇のサイン,金色,ほうじ茶,38,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,水瓶座,皇帝 - 安定,希望は明日への光,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2025-12-02,火曜日,Tuesday,False,False,,先勝,恋愛運絶好調,朱色,ジャスミンティー,39,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,魚座,教皇 - 叡智,慈悲は魂の栄養,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2025-12-03,水曜日,Wednesday,False,False,,友引,直感力が冴える,空色,ルイボスティー,40,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,牡羊座,恋人 - 選択,一歩一歩が大切な旅路,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2025-12-04,木曜日,Thursday,False,False,,先負,隠れた才能開花,若草色,ローズヒップティー,41,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,牡牛座,戦車 - 意志力,今日という日は二度と来ない,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2025-12-05,金曜日,Friday,False,False,,仏滅,人生の転機到来,黄金色,白茶,42,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,双子座,力 - 内なる強さ,心の平安が真の豊かさ,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2025-12-06,土曜日,Saturday,True,False,,大安,幸運の風が吹く,鋼青色,烏龍茶,43,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,蟹座,隠者 - 内省,変化は成長の扉,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2025-12-07,日曜日,Sunday,True,False,,赤口,魂の成長期間,深紅色,玄米茶,44,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,獅子座,運命の輪 - 転機,感謝の心が幸福を呼ぶ,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2025-12-08,月曜日,Monday,False,False,,先勝,エネルギー充電日,金色,抹茶,45,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,乙女座,正義 - バランス,愛は最も強いエネルギー,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2025-12-09,火曜日,Tuesday,False,False,,友引,新次元への扉,朱色,柚子茶,46,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,天秤座,吊られた男 - 犠牲,困難は成長のギフト,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2025-12-10,水曜日,Wednesday,False,False,,先負,守護霊のささやき,空色,生姜茶,47,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,蠍座,死神 - 変容,今この瞬間が全て,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2025-12-11,木曜日,Thursday,False,False,,仏滅,願いが叶う予感,若草色,黒豆茶,48,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,射手座,節制 - 調和,笑顔は心の太陽,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2025-12-12,金曜日,Friday,False,False,,大安,心のデトックス,黄金色,アールグレイ,49,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,山羊座,悪魔 - 誘惑,優しさは伝染する,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2025-12-13,土曜日,Saturday,True,False,,赤口,創造力爆発,鋼青色,カモミールティー,50,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,水瓶座,塔 - 変革,夢は現実の種,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2025-12-14,日曜日,Sunday,True,False,,先勝,人との縁を結ぶ,深紅色,ペパーミントティー,51,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,魚座,星 - 希望,勇気は恐れを超越する,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2025-12-15,月曜日,Monday,False,False,,友引,未来への種まき,金色,緑茶,52,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,牡羊座,月 - 幻想,知恵は経験から生まれる,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2025-12-16,火曜日,Tuesday,False,False,,先負,宝物発見の予感,朱色,ほうじ茶,53,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,牡牛座,太陽 - 成功,調和は美の根源,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2025-12-17,水曜日,Wednesday,False,False,,仏滅,内なる光が輝く,空色,ジャスミンティー,54,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,双子座,審判 - 再生,希望は明日への光,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2025-12-18,木曜日,Thursday,False,False,,大安,調和のメロディ,若草色,ルイボスティー,55,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,蟹座,世界 - 完成,慈悲は魂の栄養,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2025-12-19,金曜日,Friday,False,False,,赤口,自然の叡智授受,黄金色,ローズヒップティー,56,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,獅子座,愚者 - 新しい始まり,一歩一歩が大切な旅路,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2025-12-20,土曜日,Saturday,True,False,,先勝,知恵の泉湧出,鋼青色,白茶,57,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,乙女座,魔術師 - 創造力,今日という日は二度と来ない,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2025-12-21,日曜日,Sunday,True,False,,友引,至福の時間軸,深紅色,烏龍茶,58,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,天秤座,女教皇 - 直感,心の平安が真の豊かさ,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
